Text_ID,Product_Type,processed_Product_Description,Sentiment
6036,9,rt mention hotpot google marissameyer next clevelandsteamer sxsw,2
8648,9,sxsw touchingstories great presentation future digital magazine link,2
8679,9,google quot china middle east quot mention sxsw,2
2987,7,oh utter mention sxsw fail ca see letter ballroom iphone app long wrap mention,1
7092,2,apple opening temporary store austin sxsw people obviously want shell 1500 macbook,1
8985,9,apparently google launch major new social network link sxsw circle,2
2123,7,nyt wsj sxsw ask future branded native news apps ipad link,1
5116,2,rt mention mention team android party mention mention walked dl appolicious app amp enter win free nexus androidsxsw sxsw,3
2499,9,ipad 2 update online sale start pst 3am est free shipping sxsw popup store downtown austin apple,2
97,9,yes rt mention hey mention got another gem gt free mention sxsw link sxsw,2
190,6,2 ipad 2 seen wild people say fast still pic terrible sxsw,1
4055,9,umbrella quot list quot via mention set link edchat musedchat sxsw sxswi newtwitter,2
4524,7,domo iphone amp android app share facebook stranger link via mention domo sxsw,3
6031,9,rt mention hoot new blog post hootsuite mobile sxsw update iphone blackberry amp android link,2
8332,9,evidence sxsw might well call country united state apple sxswsa,2
2033,7,sxsw evaporation mention mention business model platform iphone app make tool available developer,3
2101,5,google art project would great virtual field trip kid museum around world edtech sxsw,3
7397,9,tech apple opening store austin sxsw geekfest apple thousand link technology,2
4394,2,today last day apple sxsw vacation start tomorrow great experience,3
6038,3,rt mention could murphy usa better serve inside google map phone announcing great feature v5 sxsw,3
8658,3,google would great partner u say mention looking distribution better product sxsw,3
4741,9,lent marc ecko apple remote beprepared sxsw fb,2
3662,6,content move back browser replicate work ipad u press one button mention mention sxsw,1
8958,7,ipad sxsw people mention brilliant spider secret bryce manor 99 cent right buy link,3
5455,2,rt mention apple pop store sxsw pop genius bar everywhere,3
1690,7,pubcamp kirkus sxsw download qrank come pubcamp sxsw 2011 prize,3
5414,9,rt mention apple announces store sxsw see take future store link,2
736,9,posterous join sxsw pile posterous event iphone link iphone richpearson sxsw,2
8027,9,mention smartypants getting ipad couple minute thanks mention widfy sxsw,2
8306,6,imanidiot wait line ipad2 sxsw one mention apple store sxsw link,3
5437,9,rt mention apple opening temporary store downtown austin sxsw ipad 2 launch link mention,2
1374,2,apple sxsw ordinance front line admission first step recovery link,3
7557,9,free sxsw sampler itunes link,2
3344,9,possible google social network preview sxsw link,2
3858,5,else excited sxsw possibility google circle anybody austin give u update goog,3
5716,9,rt mention festival explorer austin edition help keep track sxsw band want see amp make recommendation link fb sxsw,2
6417,8,rt mention sxsw quot iphone tell know mean winning quot mention,3
4563,9,apple opened temp store 6 amp congress sxsw dope,2
1686,9,mention ipad lounge mention free daily sxsw free coffee ipad art recharge austin detail link,2
3440,1,beware android sxsw app schedule completely innacurate walked hyatt reason sxswfail,1
4483,9,google renames reality discovery sxsw,2
2530,9,mention find hour apple store curious sxsw,2
4316,9,yes rt mention haha mention drinking game drink every time seth say game layer google venture sxsw cc mention,2
6760,9,rt mention next big thing hmmm rt mention google launch major new social network called circle possibly today link sxsw,2
7493,5,google map street view car sighting sxsw link,3
3136,6,novelty ipad news apps fade fast among sxsw delegate mention link,1
5471,9,rt mention apple store downtown austin open til midnight sxsw,2
5438,2,rt mention apple quarter music industry 70 digital sale touchingstories tbwasxsw sxsw,3
3686,9,cameron sinclair spearhead japan disaster relief sxsw via twitter amp iphone link sxsw4jp archforhumanity,2
2567,9,friend sxswi new blog post hootsuite mobile sxsw update iphone blackberry amp android link,2
4724,2,apple open quot quot store sxsw rt mention smart well played fruit link mention,3
3104,9,device enough go apple store sxsw new ipad2 link,2
4506,9,gee wonder many android apps updating sxsw,2
3418,9,mention evolved novelty game essential utility mention mention link via mention indysaha sxsw,2
1564,9,mention mention apple set open popup shop core sxsw action link ipad2,2
5258,9,rt mention sxsw mention devops mention quot internet system complex go google complex system fail doctor quot,0
7150,2,tech even begin apple win sxsw link technology,3
6764,6,mention hand judging store constant line apple ipad2 clearly breaking sxsw,3
7821,2,check mention rt mention line apple store austin open 5 pm sxsw link,3
7987,9,great see topic avoiding ipad conversation hit heart soul accessibility developing world sxsw,3
4147,9,mention let know get apple tv sxsw colleague fly vega short trip day,2
8636,9,sxsw party time mention mention thanks mention,2
7090,9,apple opening store austin sxsw link sxsw apps mobile,2
3779,7,mention iphone app unreal clicked location leanstartup amp person tell still seat sxsw,3
5859,9,rt mention google showing preview blogger interface sxsw link cnet,2
6519,9,rt mention rt mention calvin geek charlie sheen goddess mention mention schmittastic google sxsw,2
7711,5,great intro saveustechies sxsw video surui carbon project google earth engine link,3
6453,5,rt mention preparing sxsw talk google doodle mention fun friday 5pm link,3
2003,9,woke sandwiched iphone ipad forgot much sxsw like geek spring break,2
344,6,laughed ipad spent week hauling macbook everywhere really want ipad shoulder rub sxsw,3
1521,9,think seen maybe 2 notebook entire time mostly macbook pro macbooks many many ipad2 sxsw,2
271,6,surprise apple opened store austin nerd town sxsw get new ipads link cnet,3
3789,9,tuh mention rt mention new ubersocial iphone app store includes uberguide sxsw sponsored link,2
5468,9,rt mention apple set temporary store sxsw sell new ipads test link socialmedia ipad,2
3291,9,could google buy 4sq one way could work together say mention apis another checkins sxsw,2
2121,8,mention cnngrill sxsw rockin iphone could cooler link,3
656,2,wondering ppl sxsw friday queue convention centre apple store xd still figuring wot,3
374,3,course bing result good google seo sxsw qagb,3
4997,3,really cool shit google working google web font look hawt sxsw mention,3
5686,9,rt mention dont miss charles chen access sxsw mention google booth exhibit hall 3 mention 1pm sxsw,2
7631,2,apple store peep come running line open sec enuf u chump sxsw ipad2 link,3
232,9,spent aftrnoon frozen lake photographing brother scott amp mention team catch sxsw th weeknd link,2
8884,9,mention well hear someone gon na setup pop apple store sxsw oh wait wasnt fruit,2
4817,9,pengen jdnya rt mention new ubersocial iphone app store includes uberguide sxsw sponsored cont link,2
4298,2,yup rt mention mention sxsw quot apple come cool technology one ever heard go conference quot,3
2629,8,iphone battery made mention sxsw,1
3909,8,said even better 2 iphone revenge 4 yr ridicule rt mention glad verizon customer sxsw,3
4567,9,linkedin nelson medina hootsuite news hootsuite mobile sxsw update iphone blackberry amp android h link,2
397,9,google circle austin sxsw link,2
7978,9,surprise line google amp bing q amp wrapped austin hilton would ask mention sxsw,2
7346,9,sxsw japan sendai prayforjapan beforetwitter ipad tiesto hotel airplane food,2
9075,9,quot mom ipad quot session yourmom sxsw,2
4169,9,still feeling pukey jet blue terminal smelling like fart managed buy apple slice 5 notwinning sxsw,2
5123,9,rt mention mention google taking mic health2dev sxsw,2
5751,9,rt mention sxsw mention say mention playing nfc next gen device nexus iphone 5 next,2
2997,9,ha another mention apple store link rt mention temporary apple store 6th congress sxsw along w,2
2779,9,already mention launch major new social network called circle possibly today mention link via mention sxsw,2
4782,5,maybe mention trying calculate much money mahalo losing google farmer update sxsw,2
7460,7,lb apps iphone think orlando guess 2 check disney v sxsw,1
3551,9,mention heard got first ipad 2 mention austin sxsw link,3
2690,9,get nav scheme done ipad shape lesson sxsw,2
7239,9,checking poked liked amp google love story sxsw sxsw sxsw15 sxswic,2
361,9,yeah sure gt rt mention mention mention check link sxsw google,2
7565,9,line wrapping around block ipad 2 second day sxsw link,2
6966,5,rt mention wonder google impactdashboard demoed become part google analytics bavcid sxsw,3
2704,2,wow apple pop store downtown austin projecting profit weekend alone may stay past weekend sxsw,3
1956,1,dl calyp app today avail itunes app store amp android market calyp look u sxsw,3
2672,9,win free ipad 2 sxsw rt,2
1507,6,wow dedication rt mention well first line hour go ipad apple sxsw sleepy,3
3025,6,great interview mention bloomberg tv ipad2 kick apple link,3
5706,9,rt mention excellent mention mention presentation digital magazine link touchingstories sxsw,2
9051,6,mention get ipad 1 350 99 know look iphone newsapps sxsw,2
776,9,google launch major new social network called circle possibly today link sxsw,2
995,7,hey sxsw peep new iphone app voicefeed launched u link check let u know think,3
8258,0,mention client android gotten really buggy lately sxsw blame,1
6023,6,rt mention hmm stream compatible maybe next year sxsw,1
7707,9,concerned adobe mint migrating flex html5 io android mobile apps sxsw,2
7949,9,see vanessa mophie booth 1406 backup battery life saver sxsw,2
1208,9,listening mention discus new interaction paradigm designing ipad uxdes sxsw,2
87,9,thank mention awesome sxsw party link,2
2398,1,mention congratulation sent seesmic android phone sxsw,3
2818,2,apple cited opposite crowdsourcing proprietary steve job tell want csuitecsourcing sxsw,1
1713,7,mention sxsw forget mention plan schedule plus free iphone app link,3
1242,9,apple set open popup shop core sxsw action link sxsw apple,2
1386,9,new kick clif bar amp 3g ipad sxsw link,2
7014,9,got one rt mention waiting line apple store check might find new item sxsw link,2
6620,9,rt mention rt mention interrupt regularly scheduled sxsw geek programming big news link google circle,2
8268,3,huge shout gsdm amp google kick as party tonight unbelievable time sxsw,3
8781,9,everyone using keep track plan sxsw regular google calendar need guidance,2
2977,9,hahart mention woke pile ipad 2 amp empty 4 loko can think might yobongoed someone last night sxsw stratlandia,2
1990,9,oh sure arrive till tomorrow mention rt mention google set launch new social network circle today,2
8931,9,video show guy hacking time sq billboard iphone real link sxsw,2
5090,9,rt mention mention mention amp mention fun google pic sxsw link,2
7665,9,google preparing launch socialmedia sxsw maybe link via mention,2
8232,9,flight sf austin filled google tshirts youtube fleece sxsw,2
4177,6,ipad2 delivery pop mention store mention quite possible sxsw sxswi link,3
1028,9,im q apple pop store sxsw mention mention link,2
8850,9,tired waiting line mention store best buy austin announces ipad2 sale today sxswinfo sxsw,2
3465,9,mention hello enjoy sxsw ride anywhere austin 10 download groundlink app link booth 437,2
5410,3,rt mention apparently google quot ad preference quot see google think like seenocreepy sxsw pnid,1
711,9,mention competing mention circle socialflow board resonant topic sxsw link,2
349,9,landed austin spotted google place ad sxsw airport quot ultimate austin pocket guide quot like yelp itouru,2
2731,6,yay love ipad 2 perfectly portable travel thanks sxsw store,3
750,9,google launch new social network circle possibly today link sxsw,2
3379,9,technology apple head sxsw set temporary store austin apple going sxsw year link tech,2
2286,9,ipad2 unboxing outside sxsw apple store link,2
3210,9,mention fyi rt mention austin convention center today mention fam showing new iphone game sxsw,2
6757,9,rt mention lonely planet iphone app guide austin free week sxsw,2
5160,8,rt mention mention iphone 4 case rad ready stop tomorrow get sxsw zazzlesxsw sxswi link,3
8074,9,lol classic rt mention q amp panel like world expensive seo consultation sxsw,2
8203,9,find sxswi info get free android phone mention sxsw,2
6172,9,rt mention crazy apple temporary austin store post coming pic sxsw,2
793,9,google launch major new social network called circle possibly today link via mention sxsw,2
3115,9,fresh brew google circle launched sxsw link,2
3854,9,sxsw go available 5 platform iphone ipad android window phone 7 blackberry download link,2
4153,9,austin police hard work guarding apple store sxsw link,2
2520,9,wondering many mention come back sxsw ipad 2 maybe everyone,2
3204,9,mention ubersocial iphone app store includes uberguide sxsw sponsored mashable link,2
2396,7,mention congrats iphone app featured sxsw,3
8600,9,ipad 2 get temporary apple store sxsw link apple applestore ipad2 sxsw verizon,2
7967,9,sxsw schedule far link,2
3526,4,bought mophie juice pack iphone solely cool kid mention mention sxsw,3
7984,3,syked see google mention talk stuff sxsw,3
7638,5,mention new feature google map ex ability see inside amazing museum able zoom brushstroke sxsw loveher,3
334,6,knackered home playing ipad updating iphone timeline smashed partytweets ca make go bed sxsw,3
1003,9,mashable platform concertgoers launch android app time sxsw link sxsw link,2
5465,9,rt mention apple set open popup shop core sxsw action link sxsw apple ipad retail,2
8221,2,gift certificate apple nonprofit meetup hooray nonprofit apple sxsw ipad2time,3
6084,9,rt mention seen lot tablet every single one ipad sxsw digisxsw,2
969,9,quot explanation continued success apple existence quot mention enchantment sxsw,2
6737,9,rt mention countdown sxsw begun mention pick quot fried speaker quot itunes link,2
3149,9,google offer tested latitude mayer say test sxsw,2
7132,9,sxsw go blackberry window phone 7 sxsw go available iphone ipad android blackberr link sxsw,2
620,6,oh lordy go rt mention time apple store sxsw open pulling ipad2 trigger,3
5890,9,rt mention google launch major new social network called circle possibly today link sxsw mention,2
9045,8,mention favorite thanks coming mention getting iphone sxsw,3
5708,9,rt mention excited see rt mention google launch major new social network called circle possibly today link sxsw,3
8888,6,wish sxsw wish ipad said,3
7117,9,apple popupstore sxsw get ipad 0310apple link,3
7354,2,beach party apple apps analytics geekspringbreak sxsw style mention time start packing quot,3
1851,9,learning ab google doodle doodle light funny amp innovative exception significant occasion googledoodle sxsw,2
7580,9,google circle preview link sxsw,2
4766,9,also mention mention austin sxsw weekend feel free ping want talk ipad,2
1004,9,game play swsx spot non apple electronics sxsw,2
3285,5,quot google circle quot social network idea sound like plan link sxsw,3
145,7,mention sxsw beta testing interactive book ipad app moonbot studio louisiana cool,3
7007,9,sxsw anyone know apple store,2
7288,9,dennis crowley competitor think starting compete bigger guy facebook google checkins sxsw,2
1295,9,sweet tea vodka glowstick cup scream quot google quot baller sxsw,2
3012,6,ahh wonderful news rt mention ipad 2 available online ordering go get ur sxsw,3
3349,3,mention google advertising au sxsw link,3
3995,9,google take google circle may announced today sxsw third try socialnetworking link,2
3737,9,come singapore roar party 512 6th street link sgroars sxswi sxsw sgrocks mention,2
8742,9,c5 precaution link code valid infektd sxsw cvdc,2
6918,6,rt mention well forget nfl lockout right gon na focus getting shinmy new ipad 40min sxsw apple make happy nfl,3
8974,9,gg new try social rt interrupt regularly scheduled sxsw geek programming big news link google via mention,2
5010,9,ballroom marissagoogle google vp consumer product interesting sxsw,2
7399,2,smart apple opening austin sxsw link hope stock extra battery charger thx mention,3
1880,9,ipad 2 yet usa sxsw,2
5808,3,rt mention google building real time mention engine monitor illegal deforestation real time tech4good sxsw,3
6436,9,rt mention part journalsim support democracy yes informed populous yes ipad focus support newsapps sxsw,1
6341,7,rt mention need workspace book iphone link mention app sxsw virtualoffice,3
7301,9,tip mention iphone user turn screen brightness way conserve battery power huge difference sxsw,2
8699,9,interrupt regularly scheduled sxsw geek programming big news link google circle,2
9037,9,mention yes google presentation exactly expecting sxsw,0
4595,9,mention nfc chip one big technology enablers nexus already iphone 5 probably sxsw,2
1349,6,check mom ipad designing boomer sxsw link sxsw,3
7760,9,mention rt mention said wo able get ipad 2 sxsw apple opening store austin link,2
6569,9,rt mention rt mention rumor apple opening temporary store downtown austin link sxsw,2
1078,9,google setting bunch computer sxsw trade show exhibit premiere google circle link,2
824,9,google launch social network google circle point sxsw today link sxsw,2
5950,6,rt mention great session mention ipad design good ui insight tapworthy hisxsw sxsw,3
8689,9,apple popup store still constuction keeping line people standing line sxsw,2
2125,9,startup sxsw mention giving away free hosting fill mention chance win link,2
8496,9,apple setting temporary store sxsw sell ipad2 crazy brilliant convenient link apple news sxswi,0
8685,9,messed bring iphone charger anyone got one could borrow 10 min sxsw,2
4571,5,best show sxsw google thomas gayno quot like choreography browser window quot sxsw,3
5132,7,rt mention mention ipad app getting panned design trumping content rightfully sxsw,1
5609,7,rt mention check dokobots game mention iphone android seems pretty cool geogames sxsw tmsxsw,3
745,9,kawasaki key enchantment trustworthiness zappos likeability richard branson product apple sxsw mccannsxsw mrmworldwide,0
242,9,apple security guy lock store sxsw realtime sxsw link curated mention,2
4546,9,anyone know sxsw pop apple store ipad2 left,2
9041,9,sxsw beyondwc analytics 101 google analytics standard use,2
4722,6,know would original content anything today world ipad 2 better barry diller sxsw,3
6112,9,rt mention room full people sxsw run frostwire android link share pic apps vids,2
178,9,gsd amp google rt mention best party hit tonight sxsw mention mention,2
5359,9,rt mention 6 buck apple banana price super extra double cheese grilled triple pork sandwich country doomed sxsw,2
8322,9,entrapment layer upon layer rt mention google circle sxsw quot,0
4501,6,line around corner ipad2 sxsw say wait already got two camera iphone sorry apple,1
199,5,35 million mile per day driving google map navigation sxsw,3
3849,9,mention android app known battery killer sxsw,2
5982,9,rt mention hearing google may launch social network event tonight sxsw,2
8844,9,wan na know get lunch sxsw without waiting 30min ask around saved lot time link,2
4186,6,omg still line new ipad n dieing hunger sxsw else line,3
5602,9,rt mention celebrate beauty web mention msft ie9 launch amp play new html5 game win ipad2 link sxsw,2
636,8,love macbook ipad iphone sxsw year one run juice jump next,3
3137,5,stuff great love seeing guy think outside box google doodle googledoodle sxsw,3
1496,9,think going get second iphone view push notification sxsw,2
7097,9,apple opening temp store austin sxsw link ipad2 via mention mention mention,2
717,9,mention w google closed acquisition amp partnership answering pointed mention sxsw,2
1511,8,mention nexus 10x useful iphone4 amp sxsw many ppl iphone,1
1621,9,mention mention really phone ca log evo android sxsw,2
8079,9,biggest issue selling mention ability sell direct amp hv relationship customer sxsw newsapp,2
3042,3,mayer come sans intro still get cheer techrockstar launch google priority location fast fun amp future sxsw,3
5521,6,rt mention tweethouse watching ipad dj mention rock sxsw check dotco,3
8624,9,sxsw mention rt mention user drive mile year google map navigation,2
2432,6,tech ipad 2 get temporary sxsw link,3
7430,9,apple pop store event like sxsw u think amp could least put extra friggen tower sxsw,2
3560,9,i38 play madness link code valid infektd sxsw zomb,2
5154,9,rt mention mention actually giving away 10 free taplynx iphone ipad app licence away sxsw check u,2
7855,9,matt cutts google amp duane forrester bing ca stop talking original quality content sxsw raidsxsw,2
3520,5,learning get personalized recommendation using google hotpot link sxsw,3
7578,9,google circle launched mention sxsw interactive today link bummer,2
5331,2,rt mention rt mention love mention sxsw quot apple come cool technology one ever heard go conference quot,3
8384,9,attended mobile accessibility panel sxsw would interested learned esp access blind android etc,2
5628,3,rt mention come celebrate charity water tonight google throwin party jump start sxsw week right,3
4583,9,google new social network quot circle quot announced today sxsw,2
8896,7,mention going sxsw today share photo video ireport link cnn iphone app,3
8921,9,anyone sxsw wan na bring back window foam 7 link microsoft,2
3938,6,exclusive apple ipad 2 review still better rest link bnet biz ipad2 apple sxsw ipad,3
6071,6,rt mention pay ipad 2 person get zaarly referral march 12th zaarlyiscoming winning sxsw link,3
4685,7,gon na want iphone apps heading sxsw today 10 hot one download away link,3
681,6,rockin ipad 2 downtown apple sxsw store apple,3
7816,9,thanks bryan rt mention official sxsw app link android iphone ipad,2
5496,7,rt mention sxsw amp want drink free get ask around iphone app find amp join u drink austin,3
5970,9,rt mention head link 1pm cst today win vip access acoustic solo set sxsw tonight alguien ahi,2
5457,9,rt mention apple popup store sxsw link,2
4781,9,nope mention launching social network sxsw link,2
4075,6,held new ipad envy baby still working well sxsw,3
2482,7,annoyed sxsw schedule app bad ui ipad finger ai fat,1
945,9,sxsw 20 google search local information marissa mayer 6 million place claimed owner logged google,2
292,9,2wks apple store 6th austin street opened sxsw,2
8906,6,mention said wo able get ipad 2 sxsw apple opening store austin sxsw link,3
2507,9,dumb blonde link evelyn sxsw juwan howard ipad,2
8874,9,mention working towards android wo ready sxsw thanks interest,2
935,2,fear extended wed gt rt mention rt mention last day apple popup sunday sxsw appleatxdt,3
8635,9,sxsw party rule slip piss drop iphone urinal true story either promise,2
4982,9,oh quadroid new wintel qualcomm android sxsw cloud,2
1800,6,2nd congress sxsw rewardswagon mention bookbook ipad case get fast,3
5737,8,rt mention forward delicious 4g austin iphone user struggle anything sxsw,1
267,9,breaking apple announces partnership industry new ipad2 video chat app called quot quot sxsw,2
5200,9,rt mention quot want undivided attention please take mobile phone ipad 2 quot mention sxsw leanstartup,2
3585,9,mention ready sure interoperability problem iphone amp android solved sxsw,2
3749,2,good point rt mention love mention sxsw quot apple come cool technology go conference quot,3
67,6,attending mention ipad design headache sxsw link,1
10,0,excited meet samsungmobileus sxsw show sprint galaxy still running android fail,3
3280,9,quot google tweet new think speak quot belinsky digital democracy sxsw mention,2
1306,9,better google link edchat musedchat sxsw sxswi classical newtwitter,1
8733,9,plucked end taxi line stranger mention lift airport rental car payitforward sxsw,2
4981,9,team android choice award finalist announced link sxsw,2
4888,6,mine toooo rt mention ipad envy roof thanks every person sxsw,3
7084,9,apple open temporary store sxsw 6th congress link,2
8800,2,protip avoid apple store friday sxsw,1
6668,9,rt mention awesome rt mention knitted staircase attendance sxsw party tomo 7pm hosted mention amp mention link,2
537,9,trying get google 80 retro party maggie mae line huge hope worth wait sxsw sxsw2011,2
5898,9,rt mention google launch major new social network called circle possibly today link rt mention sxsw,2
1181,8,think would sxsw app blackberry gave iphone finger guess carry around ipad lame,1
3448,3,data new oil company like google facebook monopoly term service wary mention sxsw,1
8016,9,sxsw fmsignal marissa mayer google announces check in interview john battelle link,2
3203,5,two guy google doodle team talk fun making homepage pretty sxsw link,3
3882,2,cool apple opening temporary store ipad2 launch sxsw link,3
5644,2,rt mention cool apple open temporary store sxsw link sxsw peer pressure make buy ipad2,3
7312,9,gearing make splash mention launch quot groupon living quot reward sxsw link,2
5130,9,rt mention mention hey rudy belgium dutch taking sxsw launched link today,2
6015,9,rt mention hi accidentally took ipad techi set pepsicostage would please return sxsw,2
2218,9,marissa mayer google say 40 google map usage local google map 150m user day sxsw,2
834,9,check team android choice award finalist announced sxsw mention team rock,2
758,5,google launch major new social network called circle updated link launched sxsw soon care,1
5131,2,rt mention mention agree apple stole little part show mention exciting new biz concept sxsw,3
1326,6,brilliant austin sxsw ipad2 link,3
1037,9,mention rec give bad apple job mtg taking note make mtg voluntary gt willing participant gamestorming sxsw,2
6167,9,rt mention google launching new social network called circle today sxsw link,2
2312,9,cloud vc post nothing sxsw 2x startup founder amp ceo gone dark side link tcn,2
2502,5,exciting day sxsw day tim ferriss rumor launch google circle later,3
1423,9,confirmed google circle launched later today sxsw sxswi,2
7570,9,google circle looking forward sadly launch sxsw,0
7733,2,airport playing fav game quot going sxsw quot wearing denim denim going charging apple product,0
437,9,adobe developed engine essentially convert swf file existing flash file portable ipad sxsw,2
492,3,one fav photo sxsw far mention amp mention google sxsw link,3
6836,9,rt mention used small upstart twitter played sxsw big guy making move apple google sxsw,2
6070,9,rt mention pay ipad 2 person get zaarly referral march 12th winning sxsw link,2
7085,9,apple open temporary store sxsw interesting link,2
5691,9,rt mention download official featured artist sxsw playlist via itunes 22 song absolutley free link,2
2127,2,mention sxsw quot apple come cool technology one ever heard go conference quot mention,3
137,9,q1 sxsw sxswi prep amazing pre push locally focus location based google owns 10 region billboard pr20chat,2
8916,8,sxsw thirsty gadget using mention charge anywhere iphone happy share juice,3
8675,8,ungrateful bc much shit play turn shit iphone sxsw,1
8020,9,chris messina google think scope search key web identity management sxsw,2
4762,6,mention sxsw making impossible 2 succumb 2 upgrading ipad year old amp feel like walking around w bag phone,3
5240,9,rt mention ipad2 unboxing outside sxsw apple store link,3
8952,9,link sxsw google going social,2
6885,7,rt mention launched ipad app sxsw get detail first edition free link,3
1838,9,rumor apple opening temporary store downtown austin sxsw ipad 2 launch link via mention,2
2429,9,would copyright look like created today mention floor64 inc amp william patry sr copyright counsel google sxsw,2
7444,8,clearly apple another daylight saving time bug iphone 4 alarm also need remember fix room clock whoop sxsw,1
1421,9,startup free premium service 1st job post answer 2 min survey link sxsw sxswi startup launch,2
6629,9,rt mention rt mention yes rumor true come play mention ipad booth sxsw exhibit hall 3 ipad ipad2 giant quot quot,2
1026,5,mention problem google living story process creating content change interface hacknews sxsw,1
4405,5,35 million mile day driven google map navigation quot marissa mayer sxsw gps biz toast,3
6318,6,rt mention mindjet going sxsw celebrate giving away ipad 2 find enter link,3
5963,6,rt mention hard time tweeting using iphone sxsw using ipad much better hisxsw,3
8911,6,livetapp raffling ipad 2 sxsw tweet sxsw show entered win music reward,3
5162,9,rt mention lt 10 minute line ipad 2 temporary apple store sxsw,2
398,9,google circle sxsw link ht mention maybe reconsidering shape,2
3766,0,mention booth ready sxsw tradeshow tmr android party,3
6486,9,rt mention rt mention mention mention austin street closure sxsw google map form link sxsw austin,0
844,9,list music performer sxsw link used jquery,2
18,7,added sxsw flight planely matching people also downloaded klm iphone app nicely done,3
7280,9,anyone know time store open 6th congress sxsw,2
6017,9,rt mention hipster hobo way tell iphone sxsw,2
596,7,check googletv ipad apps connected tv experience sxsw link sxsw connectedtv,3
5138,9,rt mention mention new ipad apps speechtherapy communication showcased sxsw conference link iear edchat asd,2
7907,9,groupon darling child sxsw google facebook loopt scvngr want piece link imitation still flattery,2
8000,5,great museum naive presentation google art project funny cool sxsw,3
4304,2,yawn rt mention apple set open shop sxsw interactive conference link apple ipad2,3
4979,0,team android sxsw full party detail revealed link news austin sxsw,3
2379,6,excited see hl dynamic video ad insertion tv everywhere working ipad2 later today sxsw popup apple store,3
5405,9,rt mention anyone know time apple popup store austin close tonite sxsw sxtxstate ipad apple someone said midnight,2
7549,9,ipad 2 sale cc sxsw sxswi theinternet link,2
4932,9,microsoft lounge 4th floor first 5 iphone android developer stop get free entry window phone mp 99 sxsw,2
1019,6,excellent presentation mention quot untapped ipad market site pour quot sxsw poursite accessibility,3
2063,9,new ipad apps speech therapy communication showcased sxsw conference link sxswi sxsh sxswh hcsm slp,2
5025,9,rt mention,2
1353,9,feel bad apple employee austin friday winning sxsw ipad2,2
3295,5,quot google map route around traffic saving user 2 year every quot marissa mayer sxsw,3
1722,9,apple sxsw line ipad staff cleared u good go 32g 16gb white 64g amp black stock,2
2504,9,musicmonday great time sxsw played white stripe amp 60secondcrush mention detroit showcase lucy link,2
1195,6,check video get glimpse action like ipad 2 ipad sxsw gadget link could resist,3
8751,0,google dev panel indicates android screen reader work widget native ui web view browser sxsw,3
8115,9,touching story designing digital magazine ipad sxsw link sxsw,2
7893,9,ha one way track contact rt mention w mention john android sxsw mention link,2
4263,9,photo made austin made sxsw made party hosted google aclu link,2
6376,9,rt mention stumbling around lost sxsw stay contact group mention iphone application link,2
8726,2,apple customer service top notch even got guy hanging line giving inventory update nice sxsw,3
5639,9,rt mention confirmed apple store 2 week popup austin sxsw picture link via mention gave u credit,2
272,9,surprise apple opened store austin nerd town sxsw get new ipads http link,2
4681,9,sam unlocked tightasstraveler achievement sxsw using google map transit instruction,2
6565,9,rt mention rt mention interesting google mobile stats sxsw 40 google map user cont link,2
2117,6,got flask amp ipad yes sitting 9th st waiting aicn screening sxsw prepared iloveasurprise link,3
1066,9,wow saw someone using computing device mac ipad sxsw rare sighting indeed,3
6462,9,rt mention question inside ipad 2 fire way sxsw,2
1777,9,ipad 2 giveaway sxsw close today need sign link entered automatically pls rt,2
5907,3,rt mention google launch major new social network called circle possibly today sxsw overload,1
6538,9,rt mention rt mention google launching check service sxsw providing deal fmsignal sxswi,2
471,2,even begin apple win sxsw link mention,3
2378,9,really excited see documentary something ventured sxsw today rise intel apple genentech cisco amp atari,2
5818,9,rt mention google developer hackathon mention discussion web font google get 32000 font request day sxsw gsdm,2
7776,6,oh rt mention confirmed new ipad 3 coming september link apple iphone ipad sxsw,3
3614,9,interviewing show portfolio amp example work ipad amp walk piece borrow must mention sxsw,2
8271,5,google hot pot whattt pot sxsw,2
5251,9,rt mention smmnextgen tool cheap google also radian6 altimeter sxsw sloansxsw,3
8151,9,sxsw sxsw getting apple store geek cried yes ipad 2 coming coming frid link,2
4187,6,welcome ipad 2 owner new used ipad owner room everyone party sxsw postpc,3
2197,9,sxsw today mention amp iphone game mention amp mention destination marketing,2
4630,9,going apple shop congress avenue friday sxsw,2
1891,6,ipad available austin sxsw major geekdilemma,3
5789,9,rt mention going austin sxsw mention austin guide iphone free mar link lp,2
4145,2,barry diller pragmatic straight forward nice look like want u grab pitchfork apple sxsw,1
5562,9,rt mention best thing heard weekend sxsw quot gave ipad 2 money japan relief cont link,2
2621,2,line sxsw longer temp apple store ipad2 microsoft booth ie9 yeah right,3
3941,9,need give iphone amp liver rest sxsw,0
7514,9,sxsw quot pre post ipad death flash quot link,2
8092,9,local must shop prove mkt rt mention apple open temporary store sxsw 6th congress link,2
3258,9,mention getting ready listening sxsw party podcasts link,2
1483,9,bad lady xd link sxsw ipad rebecca black jurassic park,2
54,9,mention mention google connect digital amp physical world mobile link mention,2
7094,2,apple opening temp retail store austin sell ipads sxsw attendee tempted,3
555,9,golden ticket f 4sq party day real party redbullbpm felix da housecat playing ipad sxsw link,3
7823,7,miss mention presentation circusmash 2 pm filmaster mobile iphone officially launched sxsw,3
